simulation,candide method,temp
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,3,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,0,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,3,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,1,32.297873966922374
1,2,32.297873966922374
1,0,32.297873966922374
1,2,32.297873966922374
1,3,32.297873966922374
1,2,32.297873966922374
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,3,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,3,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,3,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,3,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,3,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,3,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,3,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,3,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,3,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,3,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,3,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,3,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,3,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,3,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,3,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,3,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,3,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,3,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,3,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,3,31.97489522725315
1,1,31.97489522725315
1,3,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,3,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,1,31.97489522725315
1,2,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
1,0,31.97489522725315
1,2,31.97489522725315
