simulation,candide method,temp
1,0,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,0,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,3,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,3,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,3,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,3,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,1,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,0,26.469617794301904
1,2,26.469617794301904
1,2,26.469617794301904
1,1,26.469617794301904
1,0,26.469617794301904
1,1,26.469617794301904
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,3,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,3,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,3,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,1,26.463338709829326
1,0,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
1,1,26.463338709829326
1,2,26.463338709829326
1,2,26.463338709829326
1,0,26.463338709829326
